date,magasin,categorie,produit,quantite,prix_unitaire,cout_unitaire,paiement,ca_ttc,marge
2026-06-12,Toulouse,Papeterie,Marque-page,2,10.42,5.37,Sans contact,20.84,10.1
2026-06-12,Toulouse,Décoration,Bougie parfumée,2,47.39,20.79,CB,94.78,53.2
2026-06-12,Toulouse,Textile,Tapis tissé,1,34.51,16.48,Sans contact,34.51,18.03
2026-06-12,Toulouse,Cuisine,Planche à découper,1,27.42,14.94,CB,27.42,12.48
2026-06-12,Toulouse,Décoration,Coussin lin,1,38.0,18.51,CB,38.0,19.49
2026-06-12,Toulouse,Cuisine,Théière fonte,1,24.04,12.22,Espèces,24.04,11.82
2026-06-12,Toulouse,Décoration,Miroir rond,1,45.14,19.4,CB,45.14,25.74
2026-06-12,Toulouse,Textile,Plaid laine,1,46.79,24.92,CB,46.79,21.87
2026-06-12,Toulouse,Textile,Tapis tissé,1,40.82,19.92,Espèces,40.82,20.9
2026-06-12,Toulouse,Décoration,Coussin lin,1,36.99,16.67,Espèces,36.99,20.32
2026-06-12,Toulouse,Cuisine,Mug grès,1,16.27,9.03,Espèces,16.27,7.24
2026-06-12,Toulouse,Papeterie,Stickers,1,7.64,3.32,CB,7.64,4.32
2026-06-12,Toulouse,Textile,Rideau lin,2,54.91,27.14,Espèces,109.82,55.54
2026-06-12,Toulouse,Papeterie,Stickers,1,12.51,6.59,CB,12.51,5.92
2026-06-12,Toulouse,Cuisine,Théière fonte,3,31.73,16.89,CB,95.19,44.52
2026-06-12,Auch,Décoration,Coussin lin,1,25.13,11.25,Espèces,25.13,13.88
2026-06-12,Auch,Textile,Nappe coton,1,38.35,18.75,CB,38.35,19.6
2026-06-12,Auch,Textile,Rideau lin,1,29.69,15.25,CB,29.69,14.44
2026-06-12,Auch,Textile,Serviettes (x4),2,25.34,12.39,CB,50.68,25.9
2026-06-12,Auch,Décoration,Coussin lin,1,28.76,12.77,Espèces,28.76,15.99
2026-06-12,Auch,Cuisine,Mug grès,1,15.47,8.2,CB,15.47,7.27
2026-06-12,Auch,Textile,Nappe coton,1,25.34,10.98,Espèces,25.34,14.36
2026-06-12,Montauban,Cuisine,Set torchons,1,27.38,13.5,Espèces,27.38,13.88
2026-06-12,Montauban,Cadeaux,Bougie voyage,1,19.02,7.6,CB,19.02,11.42
2026-06-12,Montauban,Textile,Nappe coton,1,48.9,20.84,CB,48.9,28.06
2026-06-12,Montauban,Décoration,Bougie parfumée,1,28.49,12.38,Sans contact,28.49,16.11
2026-06-12,Montauban,Décoration,Coussin lin,1,30.16,13.68,CB,30.16,16.48
2026-06-12,Montauban,Textile,Serviettes (x4),1,40.73,19.68,CB,40.73,21.05
2026-06-12,Montauban,Cadeaux,Bougie voyage,1,19.88,7.81,Sans contact,19.88,12.07
2026-06-12,Montauban,Cadeaux,Savon artisanal,2,21.92,9.17,Sans contact,43.84,25.5
2026-06-12,Montauban,Décoration,Cadre photo,1,34.03,15.17,Espèces,34.03,18.86
2026-06-12,Montauban,Cuisine,Mug grès,2,20.07,10.71,Espèces,40.14,18.72
2026-06-12,Montauban,Décoration,Miroir rond,1,28.17,13.43,CB,28.17,14.74
2026-06-12,Montauban,Cadeaux,Bougie voyage,1,15.67,5.77,Espèces,15.67,9.9
2026-06-12,Montauban,Cuisine,Set torchons,1,21.67,11.97,CB,21.67,9.7
2026-06-12,Montauban,Papeterie,Stylo plume,1,9.61,4.65,CB,9.61,4.96
2026-06-12,Montauban,Cuisine,Planche à découper,1,24.9,13.25,Espèces,24.9,11.65
2026-06-13,Toulouse,Cuisine,Théière fonte,1,19.92,10.56,CB,19.92,9.36
2026-06-13,Toulouse,Textile,Nappe coton,2,31.48,15.59,Sans contact,62.96,31.78
2026-06-13,Toulouse,Papeterie,Marque-page,2,8.25,4.09,Sans contact,16.5,8.32
2026-06-13,Toulouse,Cuisine,Mug grès,2,27.05,14.01,CB,54.1,26.08
2026-06-13,Toulouse,Décoration,Coussin lin,1,41.52,17.31,Espèces,41.52,24.21
2026-06-13,Toulouse,Cadeaux,Coffret thé,1,22.27,8.96,CB,22.27,13.31
2026-06-13,Toulouse,Textile,Plaid laine,1,49.57,24.22,CB,49.57,25.35
2026-06-13,Toulouse,Cadeaux,Mini plante,1,29.52,12.35,CB,29.52,17.17
2026-06-13,Toulouse,Décoration,Miroir rond,1,31.76,14.6,Espèces,31.76,17.16
2026-06-13,Toulouse,Cuisine,Planche à découper,1,26.52,13.46,CB,26.52,13.06
2026-06-13,Toulouse,Cadeaux,Bougie voyage,1,19.71,8.17,CB,19.71,11.54
2026-06-13,Toulouse,Cuisine,Bol émaillé,1,21.26,10.05,Espèces,21.26,11.21
2026-06-13,Toulouse,Décoration,Cadre photo,2,33.18,15.92,CB,66.36,34.52
2026-06-13,Toulouse,Textile,Plaid laine,1,51.74,22.64,CB,51.74,29.1
2026-06-13,Toulouse,Décoration,Bougie parfumée,1,32.43,14.87,CB,32.43,17.56
2026-06-13,Toulouse,Textile,Tapis tissé,1,43.69,19.38,CB,43.69,24.31
2026-06-13,Toulouse,Textile,Tapis tissé,2,51.28,25.38,CB,102.56,51.8
2026-06-13,Toulouse,Cadeaux,Bougie voyage,1,23.15,8.53,Espèces,23.15,14.62
2026-06-13,Toulouse,Décoration,Vase céramique,2,34.51,16.85,CB,69.02,35.32
2026-06-13,Toulouse,Décoration,Cadre photo,1,25.77,11.27,CB,25.77,14.5
2026-06-13,Toulouse,Textile,Tapis tissé,2,43.69,21.95,CB,87.38,43.48
2026-06-13,Toulouse,Cadeaux,Savon artisanal,1,20.94,8.7,CB,20.94,12.24
2026-06-13,Toulouse,Décoration,Coussin lin,2,34.54,16.66,CB,69.08,35.76
2026-06-13,Toulouse,Décoration,Coussin lin,1,41.34,19.88,CB,41.34,21.46
2026-06-13,Toulouse,Textile,Tapis tissé,1,52.01,26.74,CB,52.01,25.27
2026-06-13,Toulouse,Cuisine,Set torchons,1,23.53,12.22,CB,23.53,11.31
2026-06-13,Toulouse,Papeterie,Stickers,1,10.12,5.41,Sans contact,10.12,4.71
2026-06-13,Toulouse,Papeterie,Marque-page,2,10.74,5.95,CB,21.48,9.58
2026-06-13,Toulouse,Décoration,Miroir rond,1,44.91,20.34,Sans contact,44.91,24.57
2026-06-13,Toulouse,Décoration,Vase céramique,1,39.59,15.63,Espèces,39.59,23.96
2026-06-13,Toulouse,Cuisine,Théière fonte,1,32.65,17.42,CB,32.65,15.23
2026-06-13,Toulouse,Cadeaux,Coffret thé,1,23.7,9.71,Sans contact,23.7,13.99
2026-06-13,Toulouse,Décoration,Vase céramique,1,34.74,15.46,CB,34.74,19.28
2026-06-13,Toulouse,Papeterie,Stickers,2,10.49,4.83,Sans contact,20.98,11.32
2026-06-13,Toulouse,Décoration,Bougie parfumée,1,33.73,14.57,Espèces,33.73,19.16
2026-06-13,Toulouse,Cadeaux,Mini plante,1,20.04,8.42,CB,20.04,11.62
2026-06-13,Toulouse,Décoration,Bougie parfumée,1,41.3,18.37,Espèces,41.3,22.93
2026-06-13,Toulouse,Cadeaux,Mini plante,2,19.15,8.1,CB,38.3,22.1
2026-06-13,Toulouse,Textile,Serviettes (x4),2,52.67,23.69,Sans contact,105.34,57.96
2026-06-13,Toulouse,Décoration,Bougie parfumée,1,49.04,20.83,CB,49.04,28.21
2026-06-13,Toulouse,Décoration,Bougie parfumée,1,32.17,14.69,Sans contact,32.17,17.48
2026-06-13,Toulouse,Textile,Serviettes (x4),3,40.23,18.04,CB,120.69,66.57
2026-06-13,Toulouse,Décoration,Vase céramique,1,27.08,12.7,CB,27.08,14.38
2026-06-13,Toulouse,Cuisine,Bol émaillé,1,28.05,16.28,CB,28.05,11.77
2026-06-13,Auch,Cuisine,Théière fonte,2,22.29,12.22,Espèces,44.58,20.14
2026-06-13,Auch,Textile,Plaid laine,1,43.3,18.83,Sans contact,43.3,24.47
2026-06-13,Auch,Décoration,Miroir rond,1,27.52,12.29,Espèces,27.52,15.23
2026-06-13,Auch,Cuisine,Bol émaillé,1,24.9,12.99,Espèces,24.9,11.91
2026-06-13,Auch,Décoration,Cadre photo,1,41.99,18.78,CB,41.99,23.21
2026-06-13,Auch,Cuisine,Théière fonte,1,16.85,8.13,Sans contact,16.85,8.72
2026-06-13,Auch,Cadeaux,Savon artisanal,1,16.92,6.47,Espèces,16.92,10.45
2026-06-13,Auch,Textile,Nappe coton,1,37.14,17.76,CB,37.14,19.38
2026-06-13,Auch,Cuisine,Set torchons,1,18.62,9.8,Sans contact,18.62,8.82
2026-06-13,Auch,Papeterie,Carte postale,1,9.78,4.89,CB,9.78,4.89
2026-06-13,Auch,Textile,Serviettes (x4),1,38.25,17.68,CB,38.25,20.57
2026-06-13,Auch,Décoration,Miroir rond,2,21.77,9.99,Sans contact,43.54,23.56
2026-06-13,Auch,Textile,Nappe coton,1,32.34,14.67,CB,32.34,17.67
2026-06-13,Auch,Papeterie,Stylo plume,1,7.8,3.72,CB,7.8,4.08
2026-06-13,Auch,Papeterie,Stylo plume,1,7.19,3.79,CB,7.19,3.4
2026-06-13,Auch,Cadeaux,Coffret thé,2,17.83,7.48,CB,35.66,20.7
2026-06-13,Auch,Textile,Rideau lin,1,36.09,18.87,Sans contact,36.09,17.22
2026-06-13,Auch,Cuisine,Mug grès,1,24.64,12.13,CB,24.64,12.51
2026-06-13,Auch,Décoration,Coussin lin,3,34.28,15.0,CB,102.84,57.84
2026-06-13,Montauban,Décoration,Vase céramique,1,25.03,12.05,CB,25.03,12.98
2026-06-13,Montauban,Papeterie,Carnet A5,1,9.66,4.31,CB,9.66,5.35
2026-06-13,Montauban,Papeterie,Carte postale,1,8.36,3.99,CB,8.36,4.37
2026-06-13,Montauban,Cuisine,Set torchons,1,23.82,13.32,Espèces,23.82,10.5
2026-06-13,Montauban,Papeterie,Carnet A5,1,9.9,5.26,CB,9.9,4.64
2026-06-13,Montauban,Cadeaux,Savon artisanal,1,21.05,8.68,Sans contact,21.05,12.37
2026-06-13,Montauban,Cadeaux,Coffret thé,2,17.53,6.68,Espèces,35.06,21.7
2026-06-13,Montauban,Cadeaux,Coffret thé,1,17.56,7.72,CB,17.56,9.84
2026-06-13,Montauban,Textile,Rideau lin,1,43.48,21.06,CB,43.48,22.42
2026-06-13,Montauban,Cuisine,Planche à découper,1,32.36,18.0,CB,32.36,14.36
2026-06-13,Montauban,Décoration,Cadre photo,2,38.05,17.35,CB,76.1,41.4
2026-06-13,Montauban,Textile,Rideau lin,1,38.22,17.99,Espèces,38.22,20.23
2026-06-13,Montauban,Cadeaux,Mini plante,2,20.14,8.14,CB,40.28,24.0
2026-06-13,Montauban,Cadeaux,Mini plante,1,18.58,7.31,Espèces,18.58,11.27
2026-06-13,Montauban,Cuisine,Bol émaillé,1,20.61,11.22,Sans contact,20.61,9.39
2026-06-13,Montauban,Cadeaux,Coffret thé,1,21.34,8.98,Espèces,21.34,12.36
2026-06-13,Montauban,Papeterie,Stylo plume,2,8.92,4.2,Sans contact,17.84,9.44
2026-06-13,Montauban,Décoration,Bougie parfumée,2,20.8,9.0,CB,41.6,23.6
2026-06-13,Montauban,Papeterie,Stickers,1,11.05,6.34,Espèces,11.05,4.71
2026-06-13,Montauban,Décoration,Cadre photo,1,32.34,14.77,CB,32.34,17.57
2026-06-13,Montauban,Cadeaux,Savon artisanal,1,12.81,4.59,CB,12.81,8.22
2026-06-13,Montauban,Décoration,Vase céramique,2,32.73,14.59,CB,65.46,36.28
2026-06-13,Montauban,Papeterie,Marque-page,1,8.97,4.73,Sans contact,8.97,4.24
2026-06-13,Montauban,Décoration,Cadre photo,2,30.51,13.72,CB,61.02,33.58
2026-06-13,Montauban,Décoration,Bougie parfumée,1,35.11,15.54,CB,35.11,19.57
2026-06-14,Toulouse,Décoration,Coussin lin,1,36.43,16.68,CB,36.43,19.75
2026-06-14,Toulouse,Cuisine,Mug grès,1,17.33,9.66,Espèces,17.33,7.67
2026-06-14,Toulouse,Cuisine,Planche à découper,1,20.47,11.59,Sans contact,20.47,8.88
2026-06-14,Toulouse,Textile,Serviettes (x4),1,53.82,27.34,Espèces,53.82,26.48
2026-06-14,Toulouse,Décoration,Bougie parfumée,1,44.69,20.42,CB,44.69,24.27
2026-06-14,Toulouse,Cadeaux,Carnet cuir,1,18.69,7.55,CB,18.69,11.14
2026-06-14,Toulouse,Cadeaux,Savon artisanal,2,21.4,8.5,CB,42.8,25.8
2026-06-14,Toulouse,Papeterie,Stylo plume,1,11.23,5.45,CB,11.23,5.78
2026-06-14,Toulouse,Textile,Nappe coton,1,60.12,26.76,CB,60.12,33.36
2026-06-14,Toulouse,Cuisine,Planche à découper,3,31.15,16.6,CB,93.45,43.65
2026-06-14,Toulouse,Décoration,Coussin lin,3,31.21,13.53,Sans contact,93.63,53.04
2026-06-14,Toulouse,Cuisine,Théière fonte,2,25.3,12.8,CB,50.6,25.0
2026-06-14,Toulouse,Cuisine,Set torchons,1,36.84,19.68,Sans contact,36.84,17.16
2026-06-14,Toulouse,Textile,Nappe coton,2,63.41,32.16,CB,126.82,62.5
2026-06-14,Toulouse,Papeterie,Carnet A5,1,9.03,4.44,Sans contact,9.03,4.59
2026-06-14,Toulouse,Décoration,Vase céramique,1,32.64,13.52,Espèces,32.64,19.12
2026-06-14,Toulouse,Papeterie,Marque-page,1,9.26,4.44,CB,9.26,4.82
2026-06-14,Toulouse,Textile,Rideau lin,1,48.76,22.91,CB,48.76,25.85
2026-06-14,Toulouse,Textile,Serviettes (x4),2,52.47,26.75,CB,104.94,51.44
2026-06-14,Toulouse,Cuisine,Set torchons,1,20.78,10.71,CB,20.78,10.07
2026-06-14,Toulouse,Cuisine,Mug grès,1,30.75,15.41,CB,30.75,15.34
2026-06-14,Toulouse,Textile,Tapis tissé,1,40.0,18.21,CB,40.0,21.79
2026-06-14,Toulouse,Décoration,Vase céramique,1,39.52,14.9,CB,39.52,24.62
2026-06-14,Toulouse,Cuisine,Set torchons,1,32.33,17.53,Sans contact,32.33,14.8
2026-06-14,Toulouse,Cadeaux,Savon artisanal,1,22.35,8.9,Espèces,22.35,13.45
2026-06-14,Toulouse,Décoration,Bougie parfumée,2,43.5,19.16,Espèces,87.0,48.68
2026-06-14,Toulouse,Cuisine,Planche à découper,3,27.49,13.62,Sans contact,82.47,41.61
2026-06-14,Toulouse,Papeterie,Stickers,1,8.1,3.88,CB,8.1,4.22
2026-06-14,Toulouse,Textile,Rideau lin,1,49.18,22.6,Sans contact,49.18,26.58
2026-06-14,Toulouse,Papeterie,Stickers,1,12.28,6.17,CB,12.28,6.11
2026-06-14,Toulouse,Cuisine,Mug grès,1,27.19,13.38,Espèces,27.19,13.81
2026-06-14,Toulouse,Papeterie,Stickers,1,12.06,5.89,Espèces,12.06,6.17
2026-06-14,Toulouse,Papeterie,Stickers,1,13.01,6.74,CB,13.01,6.27
2026-06-14,Toulouse,Décoration,Miroir rond,1,44.71,22.3,CB,44.71,22.41
2026-06-14,Toulouse,Textile,Serviettes (x4),1,46.9,21.22,Espèces,46.9,25.68
2026-06-14,Toulouse,Textile,Plaid laine,1,41.99,20.53,Espèces,41.99,21.46
2026-06-14,Toulouse,Papeterie,Stickers,1,11.22,4.92,CB,11.22,6.3
2026-06-14,Toulouse,Textile,Tapis tissé,1,54.37,26.13,CB,54.37,28.24
2026-06-14,Toulouse,Papeterie,Carnet A5,1,12.9,6.76,CB,12.9,6.14
2026-06-14,Toulouse,Décoration,Bougie parfumée,1,41.48,19.18,Sans contact,41.48,22.3
2026-06-14,Toulouse,Cuisine,Théière fonte,1,30.53,16.2,Espèces,30.53,14.33
2026-06-14,Toulouse,Cuisine,Bol émaillé,1,24.81,11.84,Espèces,24.81,12.97
2026-06-14,Toulouse,Textile,Rideau lin,2,27.59,14.65,Sans contact,55.18,25.88
2026-06-14,Toulouse,Textile,Nappe coton,1,48.32,21.7,CB,48.32,26.62
2026-06-14,Toulouse,Cadeaux,Carnet cuir,1,16.84,6.29,CB,16.84,10.55
2026-06-14,Auch,Cadeaux,Bougie voyage,1,15.66,6.74,Espèces,15.66,8.92
2026-06-14,Auch,Textile,Serviettes (x4),1,31.2,15.03,Sans contact,31.2,16.17
2026-06-14,Auch,Papeterie,Marque-page,1,4.77,2.14,Espèces,4.77,2.63
2026-06-14,Auch,Cuisine,Set torchons,2,22.54,11.82,CB,45.08,21.44
2026-06-14,Auch,Décoration,Miroir rond,2,36.16,16.54,CB,72.32,39.24
2026-06-14,Auch,Textile,Plaid laine,2,36.82,16.39,CB,73.64,40.86
2026-06-14,Auch,Décoration,Bougie parfumée,3,37.9,16.83,CB,113.7,63.21
2026-06-14,Auch,Cuisine,Bol émaillé,1,27.75,14.25,Sans contact,27.75,13.5
2026-06-14,Auch,Textile,Nappe coton,1,29.73,15.34,Espèces,29.73,14.39
2026-06-14,Auch,Textile,Tapis tissé,1,40.87,18.06,Espèces,40.87,22.81
2026-06-14,Auch,Décoration,Coussin lin,1,35.17,15.39,CB,35.17,19.78
2026-06-14,Auch,Cadeaux,Coffret thé,2,20.58,7.6,CB,41.16,25.96
2026-06-14,Auch,Décoration,Cadre photo,1,33.74,14.67,CB,33.74,19.07
2026-06-14,Auch,Papeterie,Stickers,1,7.64,3.92,CB,7.64,3.72
2026-06-14,Auch,Papeterie,Stylo plume,1,9.66,5.0,CB,9.66,4.66
2026-06-14,Auch,Textile,Tapis tissé,1,30.98,14.41,Sans contact,30.98,16.57
2026-06-14,Auch,Cadeaux,Savon artisanal,1,17.25,7.02,Sans contact,17.25,10.23
2026-06-14,Auch,Cadeaux,Mini plante,2,17.96,7.11,Sans contact,35.92,21.7
2026-06-14,Montauban,Papeterie,Carnet A5,3,7.17,3.78,Sans contact,21.51,10.17
2026-06-14,Montauban,Textile,Rideau lin,1,36.12,16.73,CB,36.12,19.39
2026-06-14,Montauban,Cuisine,Théière fonte,1,22.43,10.69,Espèces,22.43,11.74
2026-06-14,Montauban,Papeterie,Stylo plume,1,7.33,3.59,Espèces,7.33,3.74
2026-06-14,Montauban,Cadeaux,Mini plante,1,13.55,5.62,CB,13.55,7.93
2026-06-14,Montauban,Papeterie,Carte postale,2,9.54,4.64,CB,19.08,9.8
2026-06-14,Montauban,Cadeaux,Savon artisanal,1,16.98,6.85,Sans contact,16.98,10.13
2026-06-14,Montauban,Décoration,Miroir rond,2,33.1,15.3,Sans contact,66.2,35.6
2026-06-14,Montauban,Cuisine,Théière fonte,2,27.23,14.69,Espèces,54.46,25.08
2026-06-14,Montauban,Cuisine,Set torchons,1,26.71,13.81,Sans contact,26.71,12.9
2026-06-14,Montauban,Décoration,Coussin lin,3,34.4,15.19,Espèces,103.2,57.63
2026-06-14,Montauban,Textile,Tapis tissé,2,40.18,19.23,Sans contact,80.36,41.9
2026-06-14,Montauban,Cuisine,Set torchons,1,23.35,12.48,CB,23.35,10.87
2026-06-14,Montauban,Décoration,Coussin lin,1,31.4,15.25,Espèces,31.4,16.15
2026-06-14,Montauban,Décoration,Coussin lin,3,37.67,17.48,CB,113.01,60.57
2026-06-14,Montauban,Cadeaux,Bougie voyage,1,14.83,5.67,CB,14.83,9.16
2026-06-14,Montauban,Papeterie,Stickers,1,7.48,4.01,Sans contact,7.48,3.47
2026-06-14,Montauban,Papeterie,Stylo plume,1,10.22,5.22,Sans contact,10.22,5.0
2026-06-14,Montauban,Papeterie,Carte postale,2,10.04,5.22,CB,20.08,9.64
2026-06-14,Montauban,Papeterie,Carte postale,2,8.9,4.35,Sans contact,17.8,9.1
2026-06-14,Montauban,Décoration,Miroir rond,1,31.2,13.62,CB,31.2,17.58
2026-06-14,Montauban,Cuisine,Planche à découper,2,23.49,13.7,Sans contact,46.98,19.58
2026-06-14,Montauban,Décoration,Cadre photo,1,34.1,14.86,CB,34.1,19.24
2026-06-14,Montauban,Décoration,Bougie parfumée,3,28.7,12.23,CB,86.1,49.41
2026-06-14,Montauban,Cadeaux,Bougie voyage,1,19.7,7.66,CB,19.7,12.04
2026-06-14,Montauban,Décoration,Cadre photo,1,26.74,12.0,CB,26.74,14.74
2026-06-15,Toulouse,Décoration,Miroir rond,1,38.47,16.23,CB,38.47,22.24
2026-06-15,Toulouse,Textile,Serviettes (x4),2,42.66,20.82,CB,85.32,43.68
2026-06-15,Toulouse,Papeterie,Carnet A5,1,11.27,5.63,Sans contact,11.27,5.64
2026-06-15,Toulouse,Textile,Nappe coton,1,41.56,19.2,Espèces,41.56,22.36
2026-06-15,Toulouse,Décoration,Bougie parfumée,2,43.54,19.53,CB,87.08,48.02
2026-06-15,Toulouse,Cuisine,Théière fonte,2,34.51,15.87,CB,69.02,37.28
2026-06-15,Toulouse,Cuisine,Set torchons,1,28.72,15.32,CB,28.72,13.4
2026-06-15,Toulouse,Décoration,Cadre photo,1,40.98,16.84,CB,40.98,24.14
2026-06-15,Toulouse,Décoration,Miroir rond,2,40.19,17.26,CB,80.38,45.86
2026-06-15,Toulouse,Décoration,Cadre photo,1,36.91,15.65,Sans contact,36.91,21.26
2026-06-15,Toulouse,Papeterie,Stickers,2,14.83,7.2,CB,29.66,15.26
2026-06-15,Toulouse,Cadeaux,Coffret thé,1,19.66,8.59,Sans contact,19.66,11.07
2026-06-15,Toulouse,Cuisine,Mug grès,1,29.75,14.64,CB,29.75,15.11
2026-06-15,Toulouse,Cuisine,Théière fonte,1,31.43,15.81,CB,31.43,15.62
2026-06-15,Toulouse,Décoration,Coussin lin,1,42.61,19.66,Sans contact,42.61,22.95
2026-06-15,Toulouse,Cuisine,Mug grès,3,19.08,9.75,CB,57.24,27.99
2026-06-15,Toulouse,Décoration,Vase céramique,2,44.74,22.13,Espèces,89.48,45.22
2026-06-15,Toulouse,Papeterie,Carnet A5,1,8.4,4.13,CB,8.4,4.27
2026-06-15,Toulouse,Cuisine,Théière fonte,1,40.05,19.44,CB,40.05,20.61
2026-06-15,Toulouse,Cuisine,Théière fonte,2,22.95,11.3,Espèces,45.9,23.3
2026-06-15,Toulouse,Cuisine,Planche à découper,1,26.95,13.18,CB,26.95,13.77
2026-06-15,Toulouse,Textile,Serviettes (x4),1,41.9,20.38,Espèces,41.9,21.52
2026-06-15,Toulouse,Cadeaux,Carnet cuir,1,21.3,8.98,CB,21.3,12.32
2026-06-15,Toulouse,Cadeaux,Coffret thé,1,21.2,8.13,CB,21.2,13.07
2026-06-15,Toulouse,Cadeaux,Bougie voyage,2,27.49,11.31,CB,54.98,32.36
2026-06-15,Toulouse,Textile,Rideau lin,3,60.48,30.35,Espèces,181.44,90.39
2026-06-15,Toulouse,Cuisine,Set torchons,1,25.55,13.07,Espèces,25.55,12.48
2026-06-15,Toulouse,Décoration,Cadre photo,1,39.18,17.27,Sans contact,39.18,21.91
2026-06-15,Auch,Cadeaux,Mini plante,1,12.49,5.24,Espèces,12.49,7.25
2026-06-15,Auch,Cuisine,Théière fonte,1,20.61,10.81,CB,20.61,9.8
2026-06-15,Auch,Cadeaux,Carnet cuir,1,13.6,5.4,Sans contact,13.6,8.2
2026-06-15,Auch,Papeterie,Carte postale,3,4.86,2.42,CB,14.58,7.32
2026-06-15,Auch,Décoration,Cadre photo,1,29.64,13.97,CB,29.64,15.67
2026-06-15,Auch,Décoration,Bougie parfumée,1,32.66,14.33,CB,32.66,18.33
2026-06-15,Auch,Décoration,Miroir rond,1,42.72,19.5,CB,42.72,23.22
2026-06-15,Auch,Papeterie,Carte postale,2,9.49,4.71,Sans contact,18.98,9.56
2026-06-15,Auch,Cadeaux,Bougie voyage,1,16.58,6.85,Sans contact,16.58,9.73
2026-06-15,Auch,Cadeaux,Savon artisanal,1,12.81,5.63,CB,12.81,7.18
2026-06-15,Auch,Cadeaux,Coffret thé,2,14.64,5.51,CB,29.28,18.26
2026-06-15,Auch,Décoration,Coussin lin,1,24.83,11.17,Espèces,24.83,13.66
2026-06-15,Auch,Décoration,Vase céramique,1,33.29,15.26,CB,33.29,18.03
2026-06-15,Auch,Décoration,Cadre photo,3,23.87,10.25,CB,71.61,40.86
2026-06-15,Auch,Textile,Tapis tissé,1,30.77,15.14,Espèces,30.77,15.63
2026-06-15,Auch,Cadeaux,Coffret thé,1,15.45,6.05,Espèces,15.45,9.4
2026-06-15,Montauban,Décoration,Coussin lin,1,38.12,15.68,Sans contact,38.12,22.44
2026-06-15,Montauban,Papeterie,Stickers,1,8.35,4.0,CB,8.35,4.35
2026-06-15,Montauban,Cadeaux,Coffret thé,1,18.14,7.39,Sans contact,18.14,10.75
2026-06-15,Montauban,Textile,Tapis tissé,2,33.64,16.76,Espèces,67.28,33.76
2026-06-15,Montauban,Décoration,Coussin lin,1,32.0,14.9,CB,32.0,17.1
2026-06-15,Montauban,Cuisine,Set torchons,1,23.02,10.78,Sans contact,23.02,12.24
2026-06-15,Montauban,Cuisine,Set torchons,1,17.43,8.4,Espèces,17.43,9.03
2026-06-15,Montauban,Papeterie,Stylo plume,1,9.61,4.79,Sans contact,9.61,4.82
2026-06-15,Montauban,Cadeaux,Savon artisanal,3,16.91,6.95,Espèces,50.73,29.88
2026-06-15,Montauban,Textile,Plaid laine,1,39.32,17.19,CB,39.32,22.13
2026-06-15,Montauban,Textile,Plaid laine,2,49.23,22.05,Espèces,98.46,54.36
2026-06-15,Montauban,Décoration,Cadre photo,1,31.79,13.7,Sans contact,31.79,18.09
2026-06-15,Montauban,Décoration,Vase céramique,1,26.05,11.58,CB,26.05,14.47
2026-06-15,Montauban,Décoration,Cadre photo,1,38.54,18.11,CB,38.54,20.43
2026-06-16,Toulouse,Cadeaux,Coffret thé,1,18.1,7.05,CB,18.1,11.05
2026-06-16,Toulouse,Décoration,Miroir rond,1,36.4,16.61,CB,36.4,19.79
2026-06-16,Toulouse,Décoration,Miroir rond,1,30.85,13.73,Espèces,30.85,17.12
2026-06-16,Toulouse,Textile,Plaid laine,1,31.07,16.03,CB,31.07,15.04
2026-06-16,Toulouse,Papeterie,Carnet A5,1,10.59,5.65,CB,10.59,4.94
2026-06-16,Toulouse,Papeterie,Carte postale,3,8.62,4.01,Sans contact,25.86,13.83
2026-06-16,Toulouse,Papeterie,Carnet A5,1,11.72,5.74,Espèces,11.72,5.98
2026-06-16,Toulouse,Textile,Tapis tissé,1,47.84,22.96,CB,47.84,24.88
2026-06-16,Toulouse,Cuisine,Planche à découper,2,20.33,10.58,Espèces,40.66,19.5
2026-06-16,Toulouse,Textile,Serviettes (x4),1,29.61,14.32,CB,29.61,15.29
2026-06-16,Toulouse,Décoration,Cadre photo,3,36.51,16.02,Sans contact,109.53,61.47
2026-06-16,Toulouse,Décoration,Vase céramique,1,32.74,13.82,CB,32.74,18.92
2026-06-16,Toulouse,Cadeaux,Coffret thé,1,20.61,8.14,CB,20.61,12.47
2026-06-16,Toulouse,Papeterie,Marque-page,1,11.16,5.71,CB,11.16,5.45
2026-06-16,Toulouse,Cuisine,Planche à découper,1,26.83,13.81,Espèces,26.83,13.02
2026-06-16,Toulouse,Cadeaux,Carnet cuir,1,13.53,5.83,Espèces,13.53,7.7
2026-06-16,Toulouse,Décoration,Miroir rond,1,30.53,13.77,Espèces,30.53,16.76
2026-06-16,Toulouse,Textile,Plaid laine,1,38.23,19.82,CB,38.23,18.41
2026-06-16,Toulouse,Cadeaux,Bougie voyage,1,26.71,10.51,Sans contact,26.71,16.2
2026-06-16,Toulouse,Décoration,Bougie parfumée,2,47.93,22.61,CB,95.86,50.64
2026-06-16,Toulouse,Décoration,Vase céramique,1,30.07,13.88,Sans contact,30.07,16.19
2026-06-16,Toulouse,Décoration,Bougie parfumée,3,29.6,12.59,CB,88.8,51.03
2026-06-16,Toulouse,Papeterie,Marque-page,1,12.46,6.31,Sans contact,12.46,6.15
2026-06-16,Toulouse,Textile,Serviettes (x4),1,29.31,15.15,Espèces,29.31,14.16
